wavenumber_cm-1,angle_deg,third_beam_ratio_percent
2558.111,10.0,3.5520406875941093e-07
2558.593,10.0,3.542832272816603e-07
2559.075,10.0,3.533647684072205e-07
2559.557,10.0,3.52448685858204e-07
2560.04,10.0,3.515330801641446e-07
2560.522,10.0,3.506217363985016e-07
2561.004,10.0,3.4971275021422855e-07
2561.486,10.0,3.48806115401681e-07
2561.968,10.0,3.479018257680746e-07
2562.45,10.0,3.4699987513752283e-07
2562.932,10.0,3.4610025735097915e-07
2563.414,10.0,3.4520296626615306e-07
2563.896,10.0,3.443079957574413e-07
2564.379,10.0,3.4341349013418816e-07
2564.861,10.0,3.4252314725061683e-07
2565.343,10.0,3.416351066538098e-07
2565.825,10.0,3.407493622846851e-07
2566.307,10.0,3.3986590810061223e-07
2566.789,10.0,3.389847380754796e-07
2567.271,10.0,3.381058461994897e-07
2567.753,10.0,3.3722922647926644e-07
2568.236,10.0,3.36353061277723e-07
2568.718,10.0,3.354809726370007e-07
2569.2,10.0,3.346111382571287e-07
2569.682,10.0,3.3374355220966606e-07
2570.164,10.0,3.328782085822952e-07
2570.646,10.0,3.3201510147878987e-07
2571.128,10.0,3.3115422501894153e-07
2571.61,10.0,3.302955733384673e-07
2572.093,10.0,3.2943736606023785e-07
2572.575,10.0,3.2858315099503283e-07
2573.057,10.0,3.277311431999552e-07
2573.539,10.0,3.2688133687426913e-07
2574.021,10.0,3.26033726233005e-07
2574.503,10.0,3.251883055068916e-07
2574.985,10.0,3.2434506894239077e-07
2575.467,10.0,3.235040108014969e-07
2575.949,10.0,3.2266512536186535e-07
2576.432,10.0,3.2182667323487357e-07
2576.914,10.0,3.209921205708039e-07
2577.396,10.0,3.201597235220896e-07
2577.878,10.0,3.1932947642829866e-07
2578.36,10.0,3.1850137364426576e-07
2578.842,10.0,3.1767540954023025e-07
2579.324,10.0,3.168515785016622e-07
2579.806,10.0,3.160298749292441e-07
2580.289,10.0,3.152085950637287e-07
2580.771,10.0,3.143911340713604e-07
2581.253,10.0,3.1357578382666136e-07
2581.735,10.0,3.1276253879087646e-07
2582.217,10.0,3.119513934402814e-07
2582.699,10.0,3.111423422660292e-07
2583.181,10.0,3.1033537977426173e-07
2583.663,10.0,3.0953050048601025e-07
2584.146,10.0,3.0872603552978274e-07
2584.627,10.0,3.07926969678355e-07
2585.11,10.0,3.0712665244381414e-07
2585.592,10.0,3.063300557473682e-07
2586.074,10.0,3.0553551507017864e-07
2586.556,10.0,3.0474302502176936e-07
2587.038,10.0,3.0395258022624394e-07
2587.52,10.0,3.0316417532220056e-07
2588.002,10.0,3.0237780496284523e-07
2588.484,10.0,3.0159346381578956e-07
2588.967,10.0,3.008095255984092e-07
2589.449,10.0,3.0002923111899366e-07
2589.931,10.0,2.9925094993022914e-07
2590.413,10.0,2.984746767572596e-07
2590.895,10.0,2.977004063395268e-07
2591.377,10.0,2.969281334306183e-07
2591.859,10.0,2.961578527983961e-07
2592.341,10.0,2.953895592248119e-07
2592.823,10.0,2.946232475059675e-07
2593.306,10.0,2.938573287457526e-07
2593.788,10.0,2.930949692656934e-07
2594.27,10.0,2.923345761021602e-07
2594.752,10.0,2.9157614410728335e-07
2595.234,10.0,2.9081966814715627e-07
2595.716,10.0,2.900651431016622e-07
2596.198,10.0,2.893125638645931e-07
2596.68,10.0,2.885619253434863e-07
2597.163,10.0,2.8781167114273607e-07
2597.645,10.0,2.8706490283125884e-07
2598.127,10.0,2.863200600302879e-07
2598.609,10.0,2.855771377022165e-07
2599.091,10.0,2.8483613082297863e-07
2599.573,10.0,2.8409703438210085e-07
2600.055,10.0,2.8335984338262874e-07
2600.537,10.0,2.8262455284110887e-07
2601.02,10.0,2.818896381879292e-07
2601.502,10.0,2.811581375827473e-07
2601.984,10.0,2.8042852255540116e-07
2602.466,10.0,2.7970078817599375e-07
2602.948,10.0,2.789749295279445e-07
2603.43,10.0,2.7825094170792745e-07
2603.912,10.0,2.775288198258599e-07
2604.394,10.0,2.7680855900477585e-07
2604.876,10.0,2.7609015438093545e-07
2605.359,10.0,2.7537211639972714e-07
2605.841,10.0,2.7465741345736035e-07
2606.323,10.0,2.7394455218944027e-07
2606.805,10.0,2.732335277844148e-07
2607.287,10.0,2.7252433544374543e-07
2607.769,10.0,2.7181697038178827e-07
2608.251,10.0,2.7111142782580195e-07
2608.733,10.0,2.7040770301590064e-07
2609.216,10.0,2.6970433683775433e-07
2609.698,10.0,2.690042370382531e-07
2610.18,10.0,2.683059407721297e-07
2610.662,10.0,2.676094433306039e-07
2611.144,10.0,2.669147400175295e-07
2611.626,10.0,2.662218261494225e-07
2612.108,10.0,2.6553069705538e-07
2612.59,10.0,2.648413480771017e-07
2613.073,10.0,2.6415234991010804e-07
2613.554,10.0,2.6346797189714714e-07
2614.037,10.0,2.6278251811135773e-07
2614.519,10.0,2.621002469130424e-07
2615.001,10.0,2.6141973271665737e-07
2615.483,10.0,2.6074097093857017e-07
2615.965,10.0,2.6006395700749505e-07
2616.447,10.0,2.5938868636441273e-07
2616.929,10.0,2.587151544626074e-07
2617.411,10.0,2.580433567675007e-07
2617.894,10.0,2.5737190036905923e-07
2618.376,10.0,2.5670356110703613e-07
2618.858,10.0,2.5603694251179857e-07
2619.34,10.0,2.5537204009737187e-07
2619.822,10.0,2.5470884938984124e-07
2620.304,10.0,2.5404736592732897e-07
2620.786,10.0,2.5338758525990247e-07
2621.268,10.0,2.527295029495716e-07
2621.75,10.0,2.520731145703247e-07
2622.233,10.0,2.514170591647491e-07
2622.715,10.0,2.507640489084686e-07
2623.197,10.0,2.501127193671758e-07
2623.679,10.0,2.4946306616214775e-07
2624.161,10.0,2.488150849264652e-07
2624.643,10.0,2.4816877130485697e-07
2625.125,10.0,2.475241209538014e-07
2625.607,10.0,2.468811295414251e-07
2626.09,10.0,2.46238463890132e-07
2626.572,10.0,2.455987808252452e-07
2627.054,10.0,2.449607437640128e-07
2627.536,10.0,2.44324348420842e-07
2628.018,10.0,2.43689590521644e-07
2628.5,10.0,2.4305646580379233e-07
2628.982,10.0,2.424249700160562e-07
2629.464,10.0,2.417950989186203e-07
2629.947,10.0,2.4116554653999994e-07
2630.429,10.0,2.405389154979454e-07
2630.911,10.0,2.3991389648606587e-07
2631.393,10.0,2.392904853098013e-07
2631.875,10.0,2.3866867778588005e-07
2632.357,10.0,2.3804846974217942e-07
2632.839,10.0,2.374298570177892e-07
2633.321,10.0,2.368128354628988e-07
2633.803,10.0,2.3619740093885958e-07
2634.286,10.0,2.3558227740955477e-07
2634.768,10.0,2.3497000784668126e-07
2635.25,10.0,2.3435931295647837e-07
2635.732,10.0,2.3375018864445907e-07
2636.214,10.0,2.3314263082699262e-07
2636.696,10.0,2.3253663543150996e-07
2637.178,10.0,2.319321983962425e-07
2637.66,10.0,2.313293156703195e-07
2638.143,10.0,2.3072673724468788e-07
2638.625,10.0,2.3012695423194528e-07
2639.107,10.0,2.295287134325032e-07
2639.589,10.0,2.2893201083865543e-07
2640.071,10.0,2.2833684245342685e-07
2640.553,10.0,2.277432042905354e-07
2641.035,10.0,2.2715109237434895e-07
2641.517,10.0,2.265605027398574e-07
2642.0,10.0,2.259702108685501e-07
2642.481,10.0,2.253838745088377e-07
2642.964,10.0,2.2479661373849348e-07
2643.446,10.0,2.2421207691364024e-07
2643.928,10.0,2.236290426956621e-07
2644.41,10.0,2.230475071827226e-07
2644.892,10.0,2.224674664833826e-07
2645.374,10.0,2.218889167165883e-07
2645.856,10.0,2.2131185401168537e-07
2646.338,10.0,2.2073627450832503e-07
2646.821,10.0,2.2016098481242927e-07
2647.303,10.0,2.1958836322953202e-07
2647.785,10.0,2.1901721332091576e-07
2648.267,10.0,2.184475312673075e-07
2648.749,10.0,2.1787931325963705e-07
2649.231,10.0,2.1731255549897762e-07
2649.713,10.0,2.1674725419650635e-07
2650.195,10.0,2.1618340557360392e-07
2650.677,10.0,2.1562100586161974e-07
2651.16,10.0,2.150588889954968e-07
2651.642,10.0,2.1449937882633063e-07
2652.124,10.0,2.1394130631473343e-07
2652.606,10.0,2.1338466773217447e-07
2653.088,10.0,2.1282945936001352e-07
2653.57,10.0,2.1227567748957314e-07
2654.052,10.0,2.117233184220435e-07
2654.534,10.0,2.111723784684595e-07
2655.017,10.0,2.106217153261438e-07
2655.499,10.0,2.100736054980523e-07
2655.981,10.0,2.0952690376833693e-07
2656.463,10.0,2.0898160648720852e-07
2656.945,10.0,2.084377100146091e-07
2657.427,10.0,2.078952107201618e-07
2657.909,10.0,2.0735410498317658e-07
2658.391,10.0,2.06814389192587e-07
2658.874,10.0,2.0627494431950103e-07
2659.356,10.0,2.057380004920021e-07
2659.838,10.0,2.0520243582790157e-07
2660.32,10.0,2.0466824675441e-07
2660.802,10.0,2.0413542970831988e-07
2661.284,10.0,2.0360398113586328e-07
2661.766,10.0,2.0307389749272047e-07
2662.248,10.0,2.0254517524404434e-07
2662.73,10.0,2.020178108643702e-07
2663.213,10.0,2.014907109358697e-07
2663.695,10.0,2.0096605455415843e-07
2664.177,10.0,2.00442745513951e-07
2664.659,10.0,1.9992078032712312e-07
2665.141,10.0,1.9940015551484354e-07
2665.623,10.0,1.9888086760754993e-07
2666.105,10.0,1.9836291314485903e-07
2666.587,10.0,1.9784628867563937e-07
2667.07,10.0,1.9732992305163637e-07
2667.552,10.0,1.96815950994015e-07
2668.034,10.0,1.9630329862419687e-07
2668.516,10.0,1.9579196252759086e-07
2668.998,10.0,1.9528193929863518e-07
2669.48,10.0,1.9477322554085099e-07
2669.962,10.0,1.9426581786676723e-07
2670.444,10.0,1.9375971289789388e-07
2670.927,10.0,1.9325386129845906e-07
2671.408,10.0,1.9275139760670978e-07
2671.891,10.0,1.9224813996950874e-07
2672.373,10.0,1.917472148871515e-07
2672.855,10.0,1.9124757574477438e-07
2673.337,10.0,1.9074921921737426e-07
2673.819,10.0,1.902521419887586e-07
2674.301,10.0,1.8975634075155278e-07
2674.783,10.0,1.8926181220713833e-07
2675.265,10.0,1.8876855306565803e-07
2675.748,10.0,1.8827554062742505e-07
2676.23,10.0,1.8778481307373606e-07
2676.712,10.0,1.872953450988768e-07
2677.194,10.0,1.8680713344778973e-07
2677.676,10.0,1.8632017487401308e-07
2678.158,10.0,1.8583446613969883e-07
2678.64,10.0,1.8535000401557491e-07
2679.122,10.0,1.848667852809512e-07
2679.604,10.0,1.843848067236526e-07
2680.087,10.0,1.839030690344537e-07
2680.569,10.0,1.8342356378570516e-07
2681.051,10.0,1.829452891221449e-07
2681.533,10.0,1.8246824186552626e-07
2682.015,10.0,1.8199241884603452e-07
2682.497,10.0,1.8151781690222402e-07
2682.979,10.0,1.8104443288104007e-07
2683.461,10.0,1.80572263637783e-07
2683.944,10.0,1.80100330202934e-07
2684.426,10.0,1.79630583618706e-07
2684.908,10.0,1.7916204242167181e-07
2685.39,10.0,1.7869470350030973e-07
2685.872,10.0,1.7822856375133006e-07
2686.354,10.0,1.7776362007964413e-07
2686.836,10.0,1.7729986939838253e-07
2687.318,10.0,1.768373086288111e-07
2687.801,10.0,1.7637497872463424e-07
2688.283,10.0,1.7591479102764735e-07
2688.765,10.0,1.7545578404863834e-07
2689.247,10.0,1.749979547413744e-07
2689.729,10.0,1.7454130006762966e-07
2690.211,10.0,1.740858169972513e-07
2690.693,10.0,1.7363150250806717e-07
2691.175,10.0,1.731783535859209e-07
2691.657,10.0,1.7272636722460803e-07
2692.14,10.0,1.722746063038501e-07
2692.622,10.0,1.7182493847380064e-07
2693.104,10.0,1.7137642422737974e-07
2693.586,10.0,1.7092906059008435e-07
2694.068,10.0,1.7048284459520724e-07
2694.55,10.0,1.7003777328395414e-07
2695.032,10.0,1.6959384370526538e-07
2695.514,10.0,1.691510529159478e-07
2695.997,10.0,1.6870848286267778e-07
2696.479,10.0,1.6826796320088536e-07
2696.961,10.0,1.678285735392905e-07
2697.443,10.0,1.673903109656431e-07
2697.925,10.0,1.6695317257535932e-07
2698.407,10.0,1.6651715547158571e-07
2698.889,10.0,1.6608225676505008e-07
2699.371,10.0,1.6564847357413846e-07
2699.854,10.0,1.6521490652270498e-07
2700.335,10.0,1.647842422507296e-07
2700.818,10.0,1.6435289648379143e-07
2701.3,10.0,1.6392354897860496e-07
2701.782,10.0,1.6349530268869118e-07
2702.264,10.0,1.630681547777888e-07
2702.746,10.0,1.6264210241707562e-07
2703.228,10.0,1.6221714278517433e-07
2703.71,10.0,1.6179327306820636e-07
2704.192,10.0,1.6137049045966434e-07
2704.675,10.0,1.609479183929209e-07
2705.157,10.0,1.605273038522414e-07
2705.639,10.0,1.6010776803905724e-07
2706.121,10.0,1.5968930817634924e-07
2706.603,10.0,1.5927192149444363e-07
2707.085,10.0,1.588556052309385e-07
2707.567,10.0,1.5844035663073814e-07
2708.049,10.0,1.580261729459791e-07
2708.531,10.0,1.5761305143604385e-07
2709.014,10.0,1.5720013556636063e-07
2709.496,10.0,1.5678913240260727e-07
2709.978,10.0,1.5637918322942936e-07
2710.46,10.0,1.5597028533497537e-07
2710.942,10.0,1.555624360145462e-07
2711.424,10.0,1.5515563257055984e-07
2711.906,10.0,1.5474987231252376e-07
2712.388,10.0,1.5434515255704017e-07
2712.871,10.0,1.539406341903445e-07
2713.353,10.0,1.5353798956283383e-07
2713.835,10.0,1.531363774244462e-07
2714.317,10.0,1.5273579511990114e-07
2714.799,10.0,1.5233624000096574e-07
2715.281,10.0,1.5193770942631578e-07
2715.763,10.0,1.5154020076158493e-07
2716.245,10.0,1.511437113793452e-07
2716.728,10.0,1.507474192312867e-07
2717.21,10.0,1.5035296266050167e-07
2717.692,10.0,1.4995951752591158e-07
2718.174,10.0,1.495670812276161e-07
2718.656,10.0,1.4917565117256813e-07
2719.138,10.0,1.4878522477452516e-07
2719.62,10.0,1.4839579945404122e-07
2720.102,10.0,1.4800737263844935e-07
2720.584,10.0,1.476199417618469e-07
2721.067,10.0,1.472327035583709e-07
2721.549,10.0,1.4684725894197674e-07
2722.031,10.0,1.4646280260196813e-07
2722.513,10.0,1.460793319993042e-07
2722.995,10.0,1.4569684460161505e-07
2723.477,10.0,1.4531533788317794e-07
2723.959,10.0,1.449348093249116e-07
2724.441,10.0,1.4455525641436297e-07
2724.924,10.0,1.4417589222027413e-07
2725.406,10.0,1.4379828510527675e-07
2725.888,10.0,1.434216461349161e-07
2726.37,10.0,1.430459728230163e-07
2726.852,10.0,1.4267126268991224e-07
2727.334,10.0,1.4229751326247992e-07
2727.816,10.0,1.4192472207403467e-07
2728.298,10.0,1.4155288666441157e-07
2728.781,10.0,1.4118123610424517e-07
2729.262,10.0,1.4081207337310015e-07
2729.745,10.0,1.4044232606302693e-07
2730.227,10.0,1.4007429125574038e-07
2730.709,10.0,1.3970720001775445e-07
2731.191,10.0,1.39341049927376e-07
2731.673,10.0,1.3897583856921692e-07
2732.155,10.0,1.386115635342666e-07
2732.637,10.0,1.3824822241980887e-07
2733.119,10.0,1.3788581282941493e-07
2733.602,10.0,1.3752358337768146e-07
2734.084,10.0,1.37163031591521e-07
2734.566,10.0,1.3680340417287127e-07
2735.048,10.0,1.364446987503502e-07
2735.53,10.0,1.3608691295877334e-07
2736.012,10.0,1.3573004443917588e-07
2736.494,10.0,1.3537409083875282e-07
2736.976,10.0,1.3501904981087808e-07
2737.458,10.0,1.3466491901505656e-07
2737.941,10.0,1.343109642314826e-07
2738.423,10.0,1.3395864877916606e-07
2738.905,10.0,1.3360723656932697e-07
2739.387,10.0,1.3325672528592468e-07
2739.869,10.0,1.3290711261893502e-07
2740.351,10.0,1.3255839626443026e-07
2740.833,10.0,1.3221057392448369e-07
2741.315,10.0,1.3186364330717226e-07
2741.798,10.0,1.315168851218301e-07
2742.28,10.0,1.3117173293626934e-07
2742.762,10.0,1.3082746562883e-07
2743.244,10.0,1.3048408093153803e-07
2743.726,10.0,1.3014157658228248e-07
2744.208,10.0,1.2979995032493061e-07
2744.69,10.0,1.2945919990920816e-07
2745.172,10.0,1.2911932309076311e-07
2745.655,10.0,1.2877961520447508e-07
2746.137,10.0,1.2844148067176722e-07
2746.619,10.0,1.2810421303374375e-07
2747.101,10.0,1.277678100694333e-07
2747.583,10.0,1.2743226956365121e-07
2748.065,10.0,1.2709758930702552e-07
2748.547,10.0,1.2676376709592684e-07
2749.029,10.0,1.2643080073252052e-07
2749.511,10.0,1.2609868802468352e-07
2749.994,10.0,1.2576674040563717e-07
2750.476,10.0,1.2543633021524266e-07
2750.958,10.0,1.251067671338792e-07
2751.44,10.0,1.2477804899226423e-07
2751.922,10.0,1.2445017362677688e-07
2752.404,10.0,1.2412313887944096e-07
2752.886,10.0,1.2379694259793557e-07
2753.368,10.0,1.2347158263553594e-07
2753.851,10.0,1.2314638442676934e-07
2754.333,10.0,1.228226924088573e-07
2754.815,10.0,1.224998302990485e-07
2755.297,10.0,1.221777959730014e-07
2755.779,10.0,1.2185658731184655e-07
2756.261,10.0,1.2153620220229106e-07
2756.743,10.0,1.2121663853654919e-07
2757.225,10.0,1.2089789421233185e-07
2757.708,10.0,1.2057930838114364e-07
2758.189,10.0,1.2026285520669838e-07
2758.672,10.0,1.199459009701081e-07
2759.154,10.0,1.196304147789194e-07
2759.636,10.0,1.1931573749546338e-07
2760.118,10.0,1.1900186705016475e-07
2760.6,10.0,1.186888013787955e-07
2761.082,10.0,1.1837653842255101e-07
2761.564,10.0,1.1806507612799699e-07
2762.046,10.0,1.1775441244701336e-07
2762.529,10.0,1.174439032856468e-07
2763.011,10.0,1.171348323551743e-07
2763.493,10.0,1.1682655392174388e-07
2763.975,10.0,1.1651906595853681e-07
2764.457,10.0,1.1621236644402874e-07
2764.939,10.0,1.1590645336193617e-07
2765.421,10.0,1.1560132470123322e-07
2765.903,10.0,1.152969784561521e-07
2766.385,10.0,1.1499341262612482e-07
2766.868,10.0,1.1468999783393699e-07
2767.35,10.0,1.1438798846195054e-07
2767.832,10.0,1.1408675353044489e-07
2768.314,10.0,1.1378629105962181e-07
2768.796,10.0,1.1348659907483994e-07
2769.278,10.0,1.131876756066028e-07
2769.76,10.0,1.1288951869055229e-07
2770.242,10.0,1.1259212636741667e-07
2770.725,10.0,1.1229488206016722e-07
2771.207,10.0,1.1199901464164905e-07
2771.689,10.0,1.117039059647877e-07
2772.171,10.0,1.1140955409065839e-07
2772.653,10.0,1.1111595708535254e-07
2773.135,10.0,1.1082311302002268e-07
2773.617,10.0,1.1053101997083012e-07
2774.099,10.0,1.1023967601892997e-07
2774.582,10.0,1.099484771279763e-07
2775.064,10.0,1.0965862717832635e-07
2775.546,10.0,1.0936952059540214e-07
2776.028,10.0,1.0908115548024267e-07
2776.51,10.0,1.0879352993883963e-07
2776.992,10.0,1.0850664208211556e-07
2777.474,10.0,1.0822049002588853e-07
2777.956,10.0,1.0793507189087839e-07
2778.438,10.0,1.0765038580268084e-07
2778.921,10.0,1.073658415293607e-07
2779.403,10.0,1.0708261544016984e-07
2779.885,10.0,1.0680011579992387e-07
2780.367,10.0,1.065183407536488e-07
2780.849,10.0,1.0623728845117042e-07
2781.331,10.0,1.0595695704714301e-07
2781.813,10.0,1.0567734470098888e-07
2782.295,10.0,1.0539844957693433e-07
2782.778,10.0,1.0511969344995114e-07
2783.26,10.0,1.0484222876031419e-07
2783.742,10.0,1.0456547581019159e-07
2784.224,10.0,1.0428943278280646e-07
2784.706,10.0,1.0401409786608849e-07
2785.188,10.0,1.037394692526678e-07
2785.67,10.0,1.0346554513987852e-07
2786.152,10.0,1.031923237297263e-07
2786.635,10.0,1.0291923856100923e-07
2787.116,10.0,1.0264798184867053e-07
2787.599,10.0,1.0237629603068691e-07
2788.081,10.0,1.0210586898547944e-07
2788.563,10.0,1.0183613571899052e-07
2789.045,10.0,1.0156709446105345e-07
2789.527,10.0,1.0129874344607939e-07
2790.009,10.0,1.0103108091305963e-07
2790.491,10.0,1.0076410510554152e-07
2790.973,10.0,1.0049781427165804e-07
2791.456,10.0,1.0023165631992903e-07
2791.938,10.0,9.996673160785377e-08
2792.42,10.0,9.970248663735262e-08
2792.902,10.0,9.943891967464422e-08
2793.384,10.0,9.917602899044011e-08
2793.866,10.0,9.89138128599421e-08
2794.348,10.0,9.865226956279755e-08
2794.83,10.0,9.839139738315404e-08
2795.312,10.0,9.813119460956506e-08
2795.795,10.0,9.787112177341175e-08
2796.277,10.0,9.761225407533403e-08
2796.759,10.0,9.735405067205771e-08
2797.241,10.0,9.709650986981843e-08
2797.723,10.0,9.683962997926058e-08
2798.205,10.0,9.6583409315379e-08
2798.687,10.0,9.632784619754065e-08
2799.169,10.0,9.607293894946991e-08
2799.652,10.0,9.581815908214588e-08
2800.134,10.0,9.556455991417529e-08
2800.616,10.0,9.53116116096811e-08
2801.098,10.0,9.505931250966756e-08
2801.58,10.0,9.4807660959462e-08
2802.062,10.0,9.455665530865285e-08
2802.544,10.0,9.430629391110635e-08
2803.026,10.0,9.405657512495213e-08
2803.509,10.0,9.380698121876436e-08
2803.991,10.0,9.3558544071472e-08
2804.473,10.0,9.331074463202537e-08
2804.955,10.0,9.306358127546113e-08
2805.437,10.0,9.281705238105296e-08
2805.919,10.0,9.257115633225169e-08
2806.401,10.0,9.232589151669411e-08
2806.883,10.0,9.208125632617453e-08
2807.365,10.0,9.183724915666408e-08
2807.848,10.0,9.159336411900777e-08
2808.33,10.0,9.135060949063217e-08
2808.812,10.0,9.110847809267988e-08
2809.294,10.0,9.08669683376599e-08
2809.776,10.0,9.062607864215456e-08
2810.258,10.0,9.038580742685225e-08
2810.74,10.0,9.014615311653059e-08
2811.222,10.0,8.990711414002209e-08
2811.705,10.0,8.966819490903851e-08
2812.187,10.0,8.943038317140976e-08
2812.669,10.0,8.919318207519185e-08
2813.151,10.0,8.89565900654225e-08
2813.633,10.0,8.8720605591114e-08
2814.115,10.0,8.848522710532998e-08
2814.597,10.0,8.825045306509368e-08
2815.079,10.0,8.801628193143451e-08
2815.562,10.0,8.778222820883685e-08
2816.043,10.0,8.754974224779115e-08
2816.526,10.0,8.731688916179606e-08
2817.008,10.0,8.708511558055116e-08
2817.49,10.0,8.685393726724063e-08
2817.972,10.0,8.662335270658194e-08
2818.454,10.0,8.639336038719499e-08
2818.936,10.0,8.616395880161242e-08
2819.418,10.0,8.59351464462457e-08
2819.9,10.0,8.57069218213903e-08
2820.383,10.0,8.547881176075071e-08
2820.865,10.0,8.525175932488667e-08
2821.347,10.0,8.502529014050794e-08
2821.829,10.0,8.479940272333914e-08
2822.311,10.0,8.457409559292694e-08
2822.793,10.0,8.434936727264292e-08
2823.275,10.0,8.412521628964424e-08
2823.757,10.0,8.390164117490606e-08
2824.24,10.0,8.367817840219935e-08
2824.722,10.0,8.345575181921388e-08
2825.204,10.0,8.323389671706684e-08
2825.686,10.0,8.301261164183389e-08
2826.168,10.0,8.279189514333115e-08
2826.65,10.0,8.257174577511324e-08
